"Date","DailyDischarge","DailySSC","DailySuspendedSediment","DailySSfines","DailySSsand","TotalSedimentDischarge","ProjectYear"
2014-08-27,12.26357871,22.76977099,24,16.8,7.2,32,"proj year 3"
2014-08-28,12.47488378,12.15116041,13.1,9.4,3.7,17.46666667,"proj year 3"
2014-08-29,12.0298816,9.827101059,10.2,7.3,2.9,13.6,"proj year 3"
2014-08-30,11.64890171,10.31245464,10.4,7.4,3,13.86666667,"proj year 3"
2014-08-31,11.13735421,9.358531562,9,6.4,2.6,12,"proj year 3"
2014-09-01,10.39048334,9.752124419,8.8,6.3,2.5,11.73333333,"proj year 3"
2014-09-02,10.31116788,7.814061729,7,5,2,9.333333333,"proj year 3"
2014-09-03,11.44041933,7.214147739,7.2,5.2,2,9.6,"proj year 3"
2014-09-04,9.957218623,24.42338008,20.7,14.2,6.5,27.6,"proj year 3"
2014-09-05,9.385405298,16.53566958,13.4,9.5,3.9,17.86666667,"proj year 3"
2014-09-06,9.111957138,13.6486022,10.7,7.6,3.1,14.26666667,"proj year 3"
2014-09-07,8.927315741,18.42367529,14.2,10,4.2,18.93333333,"proj year 3"
2014-09-08,8.941690936,10.29915995,8,5.7,2.3,10.66666667,"proj year 3"
2014-09-09,8.780049851,8.169900076,6.2,4.5,1.7,8.266666667,"proj year 3"
2014-09-10,8.54365775,8.075241041,6,4.3,1.7,8,"proj year 3"
2014-09-11,8.055540007,7.373376994,5.1,3.7,1.4,6.8,"proj year 3"
2014-09-12,7.713729807,7.335161039,4.9,3.5,1.4,6.533333333,"proj year 3"
2014-09-13,7.445712277,9.556293033,6.1,4.4,1.7,8.133333333,"proj year 3"
2014-09-14,7.299724182,6.325112713,4,2.9,1.1,5.333333333,"proj year 3"
2014-09-15,7.229445449,7.107046311,4.4,3.2,1.2,5.866666667,"proj year 3"
2014-09-16,7.251167967,7.934047011,5,3.6,1.4,6.666666667,"proj year 3"
2014-09-17,7.524296678,7.958951358,5.2,3.7,1.5,6.933333333,"proj year 3"
2014-09-18,8.805286305,71.95526898,56.2,35.2,21,74.93333333,"proj year 3"
2014-09-19,9.244208935,38.41981321,30.6,21.1,9.5,40.8,"proj year 3"
2014-09-20,8.86182874,16.08753958,12.4,8.8,3.6,16.53333333,"proj year 3"
2014-09-21,8.206000384,9.759743437,6.9,5,1.9,9.2,"proj year 3"
2014-09-22,8.178847238,8.826150539,6.2,4.5,1.7,8.266666667,"proj year 3"
2014-09-23,9.486351114,16.49079002,15.8,11.1,4.7,21.06666667,"proj year 3"
2014-09-24,30.19461859,644.5257665,2043.5,1175.4,868.1,2724.666667,"proj year 3"
2014-09-25,16.91385481,151.4612742,235,156.2,78.8,313.3333333,"proj year 3"
2014-09-26,24.09985522,203.1969678,474.6,310.9,163.7,632.8,"proj year 3"
2014-09-27,19.40874982,164.5874718,290.4,192.8,97.6,387.2,"proj year 3"
2014-09-28,12.42783552,126.4131935,134.1,89.8,44.3,178.8,"proj year 3"
2014-09-29,10.44501692,144.2682873,130.4,87,43.4,173.8666667,"proj year 3"
2014-09-30,10.65361697,128.8072345,118.5,79.3,39.2,158,"proj year 3"
2014-10-01,9.585107566,90.03273041,75,50.6,24.4,100,"proj year 4"
2014-10-02,8.412613037,91.75511138,66.5,44.9,21.6,88.66666667,"proj year 4"
2014-10-03,7.925467707,88.63966458,60.8,41.1,19.7,81.06666667,"proj year 4"
2014-10-04,7.967294904,90.48139998,62.3,42,20.3,83.06666667,"proj year 4"
2014-10-05,8.105670595,68.3110306,47.8,32.5,15.3,63.73333333,"proj year 4"
2014-10-06,8.068246261,79.30436445,55.2,37.4,17.8,73.6,"proj year 4"
2014-10-07,8.09780834,69.81384751,48.8,33.2,15.6,65.06666667,"proj year 4"
2014-10-08,7.526065144,53.05690386,34.6,23.7,10.9,46.13333333,"proj year 4"
2014-10-09,7.050241461,48.90546203,29.8,20.5,9.3,39.73333333,"proj year 4"
2014-10-10,6.758080058,45.40730344,26.6,18.3,8.3,35.46666667,"proj year 4"
2014-10-11,7.634249775,52.73210174,36.9,25.2,11.7,49.2,"proj year 4"
2014-10-12,9.653591394,94.04696841,80.8,54.5,26.3,107.7333333,"proj year 4"
2014-10-13,7.873576823,120.552831,87.6,56.3,31.3,116.8,"proj year 4"
2014-10-14,31.94560074,1193.183366,3842.7,2215.1,1627.6,5123.6,"proj year 4"
2014-10-15,18.52944851,670.9785498,1208.4,689.1,519.3,1611.2,"proj year 4"
2014-10-16,24.94945159,749.2283306,1675,942.9,732.1,2233.333333,"proj year 4"
2014-10-17,21.39822817,613.6094668,1458.6,844.8,613.8,1944.8,"proj year 4"
2014-10-18,43.62608152,983.5830202,3850,2175.6,1674.4,5133.333333,"proj year 4"
2014-10-19,22.91595791,463.2146861,948.5,556.2,392.3,1264.666667,"proj year 4"
2014-10-20,54.9851533,931.4498415,5160,2957.6,2202.4,6880,"proj year 4"
2014-10-21,71.53394249,1090.139403,7181,4103.7,3077.3,9574.666667,"proj year 4"
2014-10-22,123.8493884,7054.941615,79464.1,50190.8,29273.3,105952.1333,"proj year 4"
2014-10-23,95.78113745,7881.577456,65843.7,41467,24376.7,87791.6,"proj year 4"
2014-10-24,54.18037286,4952.383952,23841.6,14673.7,9167.9,31788.8,"proj year 4"
2014-10-25,81.48126773,4941.518099,42007.8,26137.2,15870.6,56010.4,"proj year 4"
2014-10-26,121.8555205,6163.142142,66321.5,41254.2,25067.3,88428.66667,"proj year 4"
2014-10-27,68.20349119,3427.24683,20534.5,12384.6,8149.9,27379.33333,"proj year 4"
2014-10-28,75.72609695,2830.830473,18823.6,11231.2,7592.4,25098.13333,"proj year 4"
2014-10-29,107.7003163,3490.166875,32965.6,19892.3,13073.3,43954.13333,"proj year 4"
2014-10-30,97.21835769,2787.430461,26440,15897.9,10542.1,35253.33333,"proj year 4"
2014-10-31,116.2890438,2638.839228,28164.6,16813.5,11351.1,37552.8,"proj year 4"
2014-11-01,83.38015105,1609.703858,11609.7,6715.3,4894.4,15479.6,"proj year 4"
2014-11-02,70.94346645,1305.55184,8040.7,4602.6,3438.1,10720.93333,"proj year 4"
2014-11-03,74.48433929,1141.897351,7521.8,4284.8,3237,10029.06667,"proj year 4"
2014-11-04,150.206724,3444.903095,47105.4,28476.8,18628.6,62807.2,"proj year 4"
2014-11-05,92.45962435,1856.283757,14907,8692.5,6214.5,19876,"proj year 4"
2014-11-06,135.8636688,2377.21106,28488.2,16845.5,11642.7,37984.26667,"proj year 4"
2014-11-07,115.0941184,1448.149834,14852.5,8566.1,6286.4,19803.33333,"proj year 4"
2014-11-08,86.07093208,1289.041923,9551.4,5460.3,4091.1,12735.2,"proj year 4"
2014-11-09,81.38652113,1293.934924,9153.6,5236.9,3916.7,12204.8,"proj year 4"
2014-11-10,69.9889429,1088.415622,6591,3735.8,2855.2,8788,"proj year 4"
2014-11-11,63.69160767,908.339668,5021.8,2819.9,2201.9,6695.733333,"proj year 4"
2014-11-12,52.16486949,633.6738895,2855.4,1572.3,1283.1,3807.2,"proj year 4"
2014-11-13,49.30444909,617.0134044,2630.2,1450.8,1179.4,3506.933333,"proj year 4"
2014-11-14,45.58401242,448.2161994,1769.8,1051.6,718.2,2359.733333,"proj year 4"
2014-11-15,41.39733982,312.714251,1119.4,730.3,389.1,1492.533333,"proj year 4"
2014-11-16,39.01575631,240.4060823,812.2,535,277.2,1082.933333,"proj year 4"
2014-11-17,36.72868008,241.6977212,767.6,505.4,262.2,1023.466667,"proj year 4"
2014-11-18,34.19903516,307.5163765,908.7,584.5,324.2,1211.6,"proj year 4"
2014-11-19,32.29628855,224.4316864,629.3,408.6,220.7,839.0666667,"proj year 4"
2014-11-20,32.41284753,158.0651005,442.2,294.6,147.6,589.6,"proj year 4"
2014-11-21,48.81301122,681.8179181,3775.9,2186,1589.9,5034.533333,"proj year 4"
2014-11-22,63.34508097,783.2590648,4388.7,2447.8,1940.9,5851.6,"proj year 4"
2014-11-23,58.59451492,762.2548451,3844.4,2145.8,1698.6,5125.866667,"proj year 4"
2014-11-24,52.57440105,438.3957142,2011.4,1200.7,810.7,2681.866667,"proj year 4"
2014-11-25,116.9212592,1615.474642,20461.5,12091.4,8370.1,27282,"proj year 4"
2014-11-26,144.8135084,2746.470358,35186.9,20967,14219.9,46915.86667,"proj year 4"
2014-11-27,169.0703775,3215.239992,48125.5,28930.7,19194.8,64167.33333,"proj year 4"
2014-11-28,278.6830736,8294.893751,203550.1,128629,74921.1,271400.1333,"proj year 4"
2014-11-29,140.3905676,5817.343568,72173.8,44751.2,27422.6,96231.73333,"proj year 4"
2014-11-30,87.25542335,4652.950056,35164.7,21522.3,13642.4,46886.26667,"proj year 4"
2014-12-01,79.52165426,3474.477255,25000,15000,10000,33333.33333,"proj year 4"
2014-12-02,73.97710286,NA,15000,9000,6000,20000,"proj year 4"
2014-12-03,66.78511022,NA,12000,7000,5000,16000,"proj year 4"
2014-12-04,61.45855082,1780.397852,9453.9,5766.9,3687,12605.2,"proj year 4"
2014-12-05,60.82157361,1743.509572,9189.7,5339.3,3850.4,12252.93333,"proj year 4"
2014-12-06,66.5088701,1687.562292,9722.1,5640,4082.1,12962.8,"proj year 4"
2014-12-07,59.49887094,1358.95543,7001.9,4016,2985.9,9335.866667,"proj year 4"
2014-12-08,65.71589848,1771.430329,10987.9,6474.7,4513.2,14650.53333,"proj year 4"
2014-12-09,318.3878571,10381.17059,299187.9,191669.5,107518.4,398917.2,"proj year 4"
2014-12-10,320.3995351,10159.32442,296562,189772.8,106789.2,395416,"proj year 4"
2014-12-11,301.7159536,7908.582067,218073.1,137842.8,80230.3,290764.1333,"proj year 4"
2014-12-12,227.368364,5317.888566,107205.7,66222.6,40983.1,142940.9333,"proj year 4"
2014-12-13,139.1502708,3349.082828,40564.7,24403.7,16161,54086.26667,"proj year 4"
2014-12-14,98.93945963,2496.054977,21561.3,12776.9,8784.4,28748.4,"proj year 4"
2014-12-15,81.49733377,2034.321666,14368.5,8416.4,5952.1,19158,"proj year 4"
2014-12-16,71.64368636,2026.424154,12547.3,7346.4,5200.9,16729.73333,"proj year 4"
2014-12-17,64.43869418,1781.009347,9927.1,5772.8,4154.3,13236.13333,"proj year 4"
2014-12-18,59.94735489,1533.826181,7944.8,4583.1,3361.7,10593.06667,"proj year 4"
2014-12-19,65.41690917,1583.29468,8992.2,5200.4,3791.8,11989.6,"proj year 4"
2014-12-20,69.641758,1864.045464,13500.6,8062.1,5438.5,18000.8,"proj year 4"
2014-12-21,144.8115682,4821.395227,62757.9,38583.8,24174.1,83677.2,"proj year 4"
2014-12-22,79.05017133,2386.111279,16543.4,9792.7,6750.7,22057.86667,"proj year 4"
2014-12-23,90.67175548,2124.31219,18072.6,10680.1,7392.5,24096.8,"proj year 4"
2014-12-24,93.85664151,2536.289597,20867.9,12381.3,8486.6,27823.86667,"proj year 4"
2014-12-25,75.59554495,1499.718042,9849.4,5681.2,4168.2,13132.53333,"proj year 4"
2014-12-26,69.64500788,1025.468646,6175.3,3488.2,2687.1,8233.733333,"proj year 4"
2014-12-27,67.99081707,778.480821,4573.3,2545.2,2028.1,6097.733333,"proj year 4"
2014-12-28,64.53619069,588.1552877,3283.6,1801,1482.6,4378.133333,"proj year 4"
2014-12-29,60.09359966,471.0711196,2451.5,1407.7,1043.8,3268.666667,"proj year 4"
2014-12-30,54.1203134,356.4007277,1672.9,1072.8,600.1,2230.533333,"proj year 4"
2014-12-31,49.90196435,258.2850775,1113.6,729.4,384.2,1484.8,"proj year 4"
2015-01-01,51.31258503,192.3929501,852.6,565.1,287.5,1136.8,"proj year 4"
2015-01-02,50.67115834,170.0663687,744.4,495,249.4,992.5333333,"proj year 4"
2015-01-03,47.42903057,171.6839662,703.6,467.5,236.1,938.1333333,"proj year 4"
2015-01-04,50.09803812,418.4899105,2205.2,1319.3,885.9,2940.266667,"proj year 4"
2015-01-05,194.1178189,4272.982769,76131.4,46604,29527.4,101508.5333,"proj year 4"
2015-01-06,91.10945502,2121.141283,17112.9,10064.6,7048.3,22817.2,"proj year 4"
2015-01-07,69.4141889,1319.261833,7942.2,4547.3,3394.9,10589.6,"proj year 4"
2015-01-08,62.49342899,997.596139,5387.8,3037.9,2349.9,7183.733333,"proj year 4"
2015-01-09,58.99472996,826.600747,4221.4,2357.2,1864.2,5628.533333,"proj year 4"
2015-01-10,56.29240146,673.014552,3275.7,1809.1,1466.6,4367.6,"proj year 4"
2015-01-11,51.95734675,541.3343673,2433.6,1335,1098.6,3244.8,"proj year 4"
2015-01-12,47.74891162,422.380171,1745.5,1041.2,704.3,2327.333333,"proj year 4"
2015-01-13,47.7022623,329.6324516,1358.1,880.4,477.7,1810.8,"proj year 4"
2015-01-14,48.76520039,305.793909,1288.4,843.4,445,1717.866667,"proj year 4"
2015-01-15,49.14839124,279.4795526,1194.8,773.1,421.7,1593.066667,"proj year 4"
2015-01-16,56.99547336,473.7419857,2412.8,1406.9,1005.9,3217.066667,"proj year 4"
2015-01-17,46.51936882,289.4662763,1167.3,758,409.3,1556.4,"proj year 4"
2015-01-18,120.0653547,1743.820286,19153.8,11179.5,7974.3,25538.4,"proj year 4"
2015-01-19,75.74183601,1038.650545,6840.5,3867.3,2973.2,9120.666667,"proj year 4"
2015-01-20,63.45640425,754.6782528,4151.8,2307.8,1844,5535.733333,"proj year 4"
2015-01-21,56.80887608,689.2793412,3382.9,1870.8,1512.1,4510.533333,"proj year 4"
2015-01-22,53.81332329,537.4451484,2499.2,1379.9,1119.3,3332.266667,"proj year 4"
2015-01-23,72.48304777,776.0424508,5482.2,3101.6,2380.6,7309.6,"proj year 4"
2015-01-24,93.51522712,1070.00865,8684.5,4916.8,3767.7,11579.33333,"proj year 4"
2015-01-25,70.07727567,910.1608479,5556.7,3120.4,2436.3,7408.933333,"proj year 4"
2015-01-26,58.71483403,709.6560433,3602.5,1995.2,1607.3,4803.333333,"proj year 4"
2015-01-27,54.77629855,567.8430302,2695.6,1492.5,1203.1,3594.133333,"proj year 4"
2015-01-28,52.01066026,498.2254513,2249.1,1296.9,952.2,2998.8,"proj year 4"
2015-01-29,48.75187201,352.5519894,1483.5,932.4,551.1,1978,"proj year 4"
2015-01-30,46.9392127,273.3846151,1109.5,723.8,385.7,1479.333333,"proj year 4"
2015-01-31,45.66635267,234.296539,924.1,609.1,315,1232.133333,"proj year 4"
2015-02-01,45.37527569,204.6619898,802.2,530.7,271.5,1069.6,"proj year 4"
2015-02-02,45.00855337,154.6405739,601.9,401.2,200.7,802.5333333,"proj year 4"
2015-02-03,43.82048642,155.9898243,589.8,393,196.8,786.4,"proj year 4"
2015-02-04,42.30258785,174.8781555,639,424.5,214.5,852,"proj year 4"
2015-02-05,103.695022,1378.724043,17944.1,10629.4,7314.7,23925.46667,"proj year 4"
2015-02-06,360.6102932,6314.011441,206265.7,128776.2,77489.5,275020.9333,"proj year 4"
2015-02-07,241.3593351,4140.103739,88124.7,53671.4,34453.3,117499.6,"proj year 4"
2015-02-08,178.0182019,3143.954136,50037.2,30067.3,19969.9,66716.26667,"proj year 4"
2015-02-09,121.8828798,2130.156778,22464.7,13188.1,9276.6,29952.93333,"proj year 4"
2015-02-10,94.3890585,1702.350016,13996.6,8125.9,5870.7,18662.13333,"proj year 4"
2015-02-11,77.77631496,1235.466713,8324.8,4748.9,3575.9,11099.73333,"proj year 4"
2015-02-12,71.25372643,1123.90765,6926,3930.8,2995.2,9234.666667,"proj year 4"
2015-02-13,71.98743349,900.4589605,5621.7,3154.4,2467.3,7495.6,"proj year 4"
2015-02-14,66.35673658,800.9126442,4602.3,2566.2,2036.1,6136.4,"proj year 4"
2015-02-15,61.47657488,646.0502895,3436.7,1897.5,1539.2,4582.266667,"proj year 4"
2015-02-16,59.22833487,480.5284959,2463.3,1407.4,1055.9,3284.4,"proj year 4"
2015-02-17,57.00028864,305.330855,1505.4,983,522.4,2007.2,"proj year 4"
2015-02-18,54.42221701,253.5647772,1193.5,785.2,408.3,1591.333333,"proj year 4"
2015-02-19,52.36581784,207.9896009,941.2,622.6,318.6,1254.933333,"proj year 4"
2015-02-20,49.70360549,220.944942,950.9,625.5,325.4,1267.866667,"proj year 4"
2015-02-21,45.54705398,163.5554176,644.7,429.1,215.6,859.6,"proj year 4"
2015-02-22,42.79733528,135.4834984,500.9,335.2,165.7,667.8666667,"proj year 4"
2015-02-23,40.22936054,140.8786192,489,326.8,162.2,652,"proj year 4"
2015-02-24,38.18305825,132.241928,436.7,292.3,144.4,582.2666667,"proj year 4"
2015-02-25,36.85363489,99.56209705,317.4,214.1,103.3,423.2,"proj year 4"
2015-02-26,35.92135573,92.9031165,288.3,194.9,93.4,384.4,"proj year 4"
2015-02-27,36.88392555,110.7301779,353.4,237.7,115.7,471.2,"proj year 4"
2015-02-28,35.07994854,71.9457941,218.5,148.7,69.8,291.3333333,"proj year 4"
2015-03-01,33.36267498,58.62607252,169.1,115.7,53.4,225.4666667,"proj year 4"
2015-03-02,32.68667539,51.71088392,146.1,100.3,45.8,194.8,"proj year 4"
2015-03-03,31.77621091,48.73463759,133.8,92,41.8,178.4,"proj year 4"
2015-03-04,30.99647979,58.88112236,157.6,107.8,49.8,210.1333333,"proj year 4"
2015-03-05,30.4211863,61.1188714,160.7,109.8,50.9,214.2666667,"proj year 4"
2015-03-06,29.81521049,52.30895674,134.9,92.5,42.4,179.8666667,"proj year 4"
2015-03-07,29.27093282,42.24017045,106.9,73.8,33.1,142.5333333,"proj year 4"
2015-03-08,28.63961074,41.24968257,102,70.4,31.6,136,"proj year 4"
2015-03-09,28.11067424,52.35679083,127.2,87.3,39.9,169.6,"proj year 4"
2015-03-10,27.01544883,30.86973909,72.1,50.2,21.9,96.13333333,"proj year 4"
2015-03-11,27.82786329,32.26141739,78.4,54.5,23.9,104.5333333,"proj year 4"
2015-03-12,34.22279239,72.42885635,216.8,147.3,69.5,289.0666667,"proj year 4"
2015-03-13,29.83622121,42.55091525,110.1,75.9,34.2,146.8,"proj year 4"
2015-03-14,51.0573807,506.1433172,2934.7,1665.4,1269.3,3912.933333,"proj year 4"
2015-03-15,47.11737067,400.0098181,1639,976.9,662.1,2185.333333,"proj year 4"
2015-03-16,41.23103437,212.3686526,771.1,497.4,273.7,1028.133333,"proj year 4"
2015-03-17,38.38958478,102.6306949,341.3,230,111.3,455.0666667,"proj year 4"
2015-03-18,36.49195002,82.67188314,260.9,176.9,84,347.8666667,"proj year 4"
2015-03-19,35.98835977,69.83021673,217.5,148.1,69.4,290,"proj year 4"
2015-03-20,52.046552,285.1255961,1480.7,904.7,576,1974.266667,"proj year 4"
2015-03-21,84.71321718,834.8870281,6331,3552.8,2778.2,8441.333333,"proj year 4"
2015-03-22,60.20738198,309.8522244,1630.3,1039.4,590.9,2173.733333,"proj year 4"
2015-03-23,52.11325269,178.8437606,810.3,538,272.3,1080.4,"proj year 4"
2015-03-24,46.10685514,137.4974009,550.4,367.8,182.6,733.8666667,"proj year 4"
2015-03-25,47.16072612,124.8000161,520.3,348.4,171.9,693.7333333,"proj year 4"
2015-03-26,52.23331394,152.4817212,698.5,465.3,233.2,931.3333333,"proj year 4"
2015-03-27,46.19356605,104.0443772,417.8,281.3,136.5,557.0666667,"proj year 4"
2015-03-28,49.9721604,111.1046214,485.5,326.3,159.2,647.3333333,"proj year 4"
2015-03-29,46.17355584,69.25435334,277.5,189,88.5,370,"proj year 4"
2015-03-30,51.20612325,86.90115385,385.8,261.1,124.7,514.4,"proj year 4"
2015-03-31,49.56195112,67.66792725,291.3,198.5,92.8,388.4,"proj year 4"
2015-04-01,45.30111139,45.5418546,178.6,123,55.6,238.1333333,"proj year 4"
2015-04-02,42.2423273,35.04729107,128.1,88.9,39.2,170.8,"proj year 4"
2015-04-03,40.41860567,29.94268028,104.6,72.9,31.7,139.4666667,"proj year 4"
2015-04-04,38.73491386,25.78905802,86.3,60.4,25.9,115.0666667,"proj year 4"
2015-04-05,37.56799874,22.40747108,72.7,51.1,21.6,96.93333333,"proj year 4"
2015-04-06,36.43109001,22.13594734,69.7,48.9,20.8,92.93333333,"proj year 4"
2015-04-07,35.22750041,23.11135441,70.3,49.3,21,93.73333333,"proj year 4"
2015-04-08,33.62382564,18.8341201,54.7,38.6,16.1,72.93333333,"proj year 4"
2015-04-09,32.2088577,17.73051477,49.4,34.9,14.5,65.86666667,"proj year 4"
2015-04-10,31.61206397,18.1065432,49.8,35.1,14.7,66.4,"proj year 4"
2015-04-11,34.12393212,24.45875545,72.2,50.6,21.6,96.26666667,"proj year 4"
2015-04-12,31.8921236,17.91480682,49.8,35.1,14.7,66.4,"proj year 4"
2015-04-13,30.81722807,12.13353622,32.3,23.1,9.2,43.06666667,"proj year 4"
2015-04-14,29.91970364,12.04192468,31.1,22.2,8.9,41.46666667,"proj year 4"
2015-04-15,28.42471868,11.92654029,29.3,20.9,8.4,39.06666667,"proj year 4"
2015-04-16,27.94695029,13.93718662,33.6,23.9,9.7,44.8,"proj year 4"
2015-04-17,28.89815281,18.52578941,46.3,32.6,13.7,61.73333333,"proj year 4"
2015-04-18,29.32391013,17.26934843,43.9,31,12.9,58.53333333,"proj year 4"
2015-04-19,28.72078171,12.56572197,31.3,22.3,9,41.73333333,"proj year 4"
2015-04-20,28.67510532,11.73642881,29.1,20.8,8.3,38.8,"proj year 4"
2015-04-21,29.4916125,14.94165555,38.2,27.1,11.1,50.93333333,"proj year 4"
2015-04-22,28.50640273,9.309962147,23,16.5,6.5,30.66666667,"proj year 4"
